"Step","round2_unet2d_fold1 - train/total","round2_unet2d_fold1 - train/total__MIN","round2_unet2d_fold1 - train/total__MAX"
"0","0.33044520834524427","0.33044520834524427","0.33044520834524427"
"1","0.28485909714657637","0.28485909714657637","0.28485909714657637"
"2","0.2658948887763607","0.2658948887763607","0.2658948887763607"
"3","0.2554191984148552","0.2554191984148552","0.2554191984148552"
"4","0.24928859175391505","0.24928859175391505","0.24928859175391505"
"7","0.24488111676574456","0.24488111676574456","0.24488111676574456"
"8","0.24148936109181104","0.24148936109181104","0.24148936109181104"
"9","0.23831600098545153","0.23831600098545153","0.23831600098545153"
"10","0.23531212624368503","0.23531212624368503","0.23531212624368503"
"11","0.2325240309350558","0.2325240309350558","0.2325240309350558"
"14","0.2305866196114393","0.2305866196114393","0.2305866196114393"
"15","0.22811904201330088","0.22811904201330088","0.22811904201330088"
"16","0.225861880494221","0.225861880494221","0.225861880494221"
"17","0.22500474721912359","0.22500474721912359","0.22500474721912359"
"18","0.2232324730176676","0.2232324730176676","0.2232324730176676"
"21","0.22109577678386583","0.22109577678386583","0.22109577678386583"
"22","0.22006180594105634","0.22006180594105634","0.22006180594105634"
"23","0.21894750304055383","0.21894750304055383","0.21894750304055383"
"24","0.21783215835509276","0.21783215835509276","0.21783215835509276"
"25","0.21556308336640723","0.21556308336640723","0.21556308336640723"
"28","0.21452720095277442","0.21452720095277442","0.21452720095277442"
"29","0.21330558596615137","0.21330558596615137","0.21330558596615137"
"30","0.21136120802523015","0.21136120802523015","0.21136120802523015"
"31","0.21016748374632735","0.21016748374632735","0.21016748374632735"
"32","0.20848256751760497","0.20848256751760497","0.20848256751760497"
"35","0.20797504892111665","0.20797504892111665","0.20797504892111665"
"36","0.20606956713226038","0.20606956713226038","0.20606956713226038"
"37","0.2050484018177437","0.2050484018177437","0.2050484018177437"
"38","0.20378464078636627","0.20378464078636627","0.20378464078636627"
"39","0.20216719360591712","0.20216719360591712","0.20216719360591712"
"42","0.20134169411202094","0.20134169411202094","0.20134169411202094"
"43","0.20017945913619134","0.20017945913619134","0.20017945913619134"
"44","0.19901225426358166","0.19901225426358166","0.19901225426358166"
"45","0.19680851851668532","0.19680851851668532","0.19680851851668532"
"46","0.19597316932747205","0.19597316932747205","0.19597316932747205"
"49","0.1934410913589072","0.1934410913589072","0.1934410913589072"
"50","0.19313971648155684","0.19313971648155684","0.19313971648155684"
"51","0.19130178510838744","0.19130178510838744","0.19130178510838744"
"52","0.18962670098763673","0.18962670098763673","0.18962670098763673"
"53","0.18864017126810648","0.18864017126810648","0.18864017126810648"
"56","0.1869514151405077","0.1869514151405077","0.1869514151405077"
"57","0.18516067971273373","0.18516067971273373","0.18516067971273373"
"58","0.18334352271101576","0.18334352271101576","0.18334352271101576"
"59","0.1818676757220312","0.1818676757220312","0.1818676757220312"
"60","0.18078773117248992","0.18078773117248992","0.18078773117248992"
"63","0.1792227816159653","0.1792227816159653","0.1792227816159653"
"64","0.1773528795530044","0.1773528795530044","0.1773528795530044"
"65","0.17561631962487445","0.17561631962487445","0.17561631962487445"
"66","0.17395707390538942","0.17395707390538942","0.17395707390538942"
"67","0.1724427854675155","0.1724427854675155","0.1724427854675155"
"70","0.17112796140411593","0.17112796140411593","0.17112796140411593"
"71","0.1700095372744381","0.1700095372744381","0.1700095372744381"
"72","0.16846319879326646","0.16846319879326646","0.16846319879326646"
"73","0.1671243774327941","0.1671243774327941","0.1671243774327941"
"74","0.16542132519018934","0.16542132519018934","0.16542132519018934"
"77","0.1638472351319021","0.1638472351319021","0.1638472351319021"
"78","0.16240674764116683","0.16240674764116683","0.16240674764116683"
"79","0.1612222141123323","0.1612222141123323","0.1612222141123323"
"80","0.16010172072784862","0.16010172072784862","0.16010172072784862"
"81","0.15841467040760837","0.15841467040760837","0.15841467040760837"
"84","0.15742899172911226","0.15742899172911226","0.15742899172911226"
"85","0.15628488778062502","0.15628488778062502","0.15628488778062502"
"86","0.1549656636437139","0.1549656636437139","0.1549656636437139"
"87","0.15400272406704896","0.15400272406704896","0.15400272406704896"
"88","0.15269704453030397","0.15269704453030397","0.15269704453030397"
"91","0.15190184957001807","0.15190184957001807","0.15190184957001807"
"92","0.1505545909378039","0.1505545909378039","0.1505545909378039"
"93","0.14979312350047644","0.14979312350047644","0.14979312350047644"
"94","0.14864142253270052","0.14864142253270052","0.14864142253270052"
"95","0.1477491996456018","0.1477491996456018","0.1477491996456018"
"98","0.14688334942431064","0.14688334942431064","0.14688334942431064"
"99","0.14621661980656514","0.14621661980656514","0.14621661980656514"
"100","0.14524580979198742","0.14524580979198742","0.14524580979198742"
"101","0.14476609194820045","0.14476609194820045","0.14476609194820045"
"102","0.1439990356627365","0.1439990356627365","0.1439990356627365"
"105","0.14317445102794094","0.14317445102794094","0.14317445102794094"
"106","0.14248313950195693","0.14248313950195693","0.14248313950195693"
"107","0.14177673249682662","0.14177673249682662","0.14177673249682662"
"108","0.1411828240814479","0.1411828240814479","0.1411828240814479"
"109","0.14071825844089206","0.14071825844089206","0.14071825844089206"
"112","0.14020918181079095","0.14020918181079095","0.14020918181079095"
"113","0.13989448448421676","0.13989448448421676","0.13989448448421676"
"114","0.13911150839938258","0.13911150839938258","0.13911150839938258"
"115","0.13903347578699118","0.13903347578699118","0.13903347578699118"
"116","0.13856929142017863","0.13856929142017863","0.13856929142017863"
"119","0.13821656082925982","0.13821656082925982","0.13821656082925982"
"120","0.1379212788359155","0.1379212788359155","0.1379212788359155"
"121","0.13757047637209746","0.13757047637209746","0.13757047637209746"
"122","0.13719517604706216","0.13719517604706216","0.13719517604706216"
"123","0.1370536792196155","0.1370536792196155","0.1370536792196155"
"126","0.13693359683908263","0.13693359683908263","0.13693359683908263"
"127","0.1368656954591054","0.1368656954591054","0.1368656954591054"
"128","0.13679409340658272","0.13679409340658272","0.13679409340658272"
"129","0.13619777668163724","0.13619777668163724","0.13619777668163724"
"130","0.13648006856505804","0.13648006856505804","0.13648006856505804"
"133","0.13634767127506472","0.13634767127506472","0.13634767127506472"
"134","0.1359181876198223","0.1359181876198223","0.1359181876198223"
"135","0.13586305376623087","0.13586305376623087","0.13586305376623087"
"136","0.13598019880578419","0.13598019880578419","0.13598019880578419"
"137","0.1360223582814597","0.1360223582814597","0.1360223582814597"